bioproject,stress,n,part,title,abstract,doi,pmid
PRJNA407016,drought,20,root: 11 | leaf: 9,Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-tran,"Drought conditions have very adverse impacts on growth that results in serious yield losses in soybean on a global scale. Increasing experimental evidences have indicated that miRNAs are playing prominent roles in regulating mRNA expression post-transcriptionally. However, the molecular mechanism of miRNA-mRNA interaction under water deficiency remains largely unknown. Here, we generated comprehensive analyses by integrating of sRNA, transcriptome and degradome to elucidate complex regulations of drought resistance in soybean leaf and root tissues.",,
PRJNA644307,drought,12,seed: 12,Soybean_Drought_Tolerance,Glycine max_drought_study,,
PRJNA670078,drought,17,leaf: 17,Transcriptomic and metabolomic dissections of the drought resistance traits of a soya bean landrace,"Regional Soybean landrace accessions with diverse genetic backgrounds are valuable resources for the efforts of soybean breeding programs, as only limited germplasm resources are currently available for breeding the best cultivars. To explore the molecular basis of drought tolerance traits of regional soybean collections, a localsoybean landrace LX together with the standard wild type William82 were chosen to perform the multi-omics analysis with the aim to understand the molecular basis of the desired traits of LX. Firstly, the germination potential of LX was investigated which confirmed the previous report that LX germinated better at drought stress conditions. Additionally, LX plants accumulated more anthocyanin at both normal and stress conditions, and exhibited better resistance to drought treatment comparing to William82. When grown at the same condition, the LX plants are greener than control lines and contain more chlorophyll. Collection of biochemical measurements all indicated that LX is more physiologically adaptive to stress conditions. Using untargeted mass spectrometry analysis in combination with transcriptomics analysis, we revealed the chemical diversity and genetic basis underlying the overall performance of LX landrace at the designed growth conditions. Under both normal and stress conditions, significant differences in the expressions of a suite of secondary metabolism genes, particularly the genes from general phenylpropanoid pathway, were detected in LX comparing to William82 plants. Consistently, correlating with the transcript analysis, a set of corresponding secondary metabolites with profoundly different accumulations were also detected in LX plants. Further correlation analysis between metabolites and transcripts pointed to a MYB transcription factor likely sitting at the top of the regulation module, which is responsible for the LX agronomic traits. Our study provides the multilateral information of global regulatory mechanism of secondary metabolism on soybean drought resistance.",,
PRJNA670861,drought,11,leaf: 11,GmNAC81 involved in leaf senecence and drought stress,"We examined the transcriptome induced by GmNAC81 overexpression and leaf senescence and showed that GmNAC81 further modulates leaf senescence by regulating an extensive repertoire of functionally characterized senescence-associated genes (SAGs). GmNAC81 overexpression also uncovered the regulation of typical drought-responsive genes. Key regulators and effectors of ABA signaling were suppressed by GmNAC81 overexpression.  Overall design: RNA was extracted from leaves collected in two developmental stages of the plant, vegetative stage three (V3; 20 days after germination, DAG) and reproductive stage six (R6; 80 DAG). Each developmental stage comprised a set of nine libraries.",10.3389/fgene.2020.601876,33329747
PRJNA827520,drought,6,leaf: 6,Glycine max Transcriptome or Gene expression,Glycine max treate with water or GZM to test the change of transcriptome,,
PRJNA834849,drought,6,leaf: 6,Soybean drought transcriptome,15% PEG-6000 simulated drought treatment,,
PRJNA399013,"drought,heat",23,leaf: 23,Glycine max Raw sequence reads,This study will give additional knowledge to the plant stress tolerance mechanism and provide useful information for soybean breeding with good drought and heat resistance for future potential changing climate.,,
PRJNA644602,"drought,heat",12,leaf: 12,Combination of drought and heat in soybean plants,"Transcriptomic response of soybean plants subjected to drought, heat and their combination Overall design: Soybean plants were subjected to a combination of drought and heat stress",,
PRJNA694024,"drought,salinity",6,leaf: 6,soybean abiotic stress,"Abiotic stresses, such as drought and salinity, severely affects the growth, development,and productivity of the plants. The Catharanthus roseus RLK1-like (CrRLK1L) proteinkinase family is involved in several processes in the plant life cycle. However, there havebeen few studies addressing the functions of CrRLK1L proteins in soybean. In this study,38 CrRLK1L genes were identified in the soybean genome (Glycine max Wm82.a2.v1).",,
PRJNA694374,"drought,salinity",1,leaf: 1,soybean abiotic stress,abiotic stress,,
PRJNA278121,fungus,17,root: 17,Transcriptome profiles in compatible and incompatible interactions between soybean and Fusarium oxysporum,"Fusarium oxysporum is one of the most common species causing soybean root rot and seedling blight in the U.S. In a recent study, significant variation in aggressiveness was observed among isolates of F. oxysporum collected from roots in Iowa, ranging from highly pathogenic to weakly or non-pathogenic isolates. In the present work, a RNA-seq-based analysis was used for the first time to investigate the molecular aspect of the interaction of a partially resistant soybean genotype with non-pathogenic/pathogenic isolates of F. oxysporum at 72 and 96 hours post inoculation (hpi). Markedly different gene expression profiles were observed in compatible and incompatible host-pathogen combinations. A peak of differentially expressed genes (DEGs) was observed at 72 hpi in soybean roots in response to both isolates, although the number of DEGs was about eight times higher for the pathogenic isolate compared to the non-pathogenic one (1,659 vs. 203 DEGs, respectively). Furthermore, not only the number of genes, but also the magnitude of induction was much greater in response to the pathogenic isolate. This response included a stronger activation of many well-known defense-related genes, and several genes involved in ethylene biosynthesis and signalling, transcription factors, secondary and sugar metabolism. In addition, 1130 fungal genes were differentially expressed between the F. oxysporum isolates in planta during the infection process. Interestingly, 10% of these genes encode plant cell-wall degrading enzymes, reactive oxygen species-related enzymes and fungal proteins involved in primary metabolic pathways. Such information may be useful in the development of new methods of broadening resistance of soybean to F. oxysporum, including the silencing of important fungal genes, and also to understand the molecular basis of soybean-F. oxysporum interactions. Overall design: Soybean seedlings mRNA profiles inoculated with a non-pathogenic and pathogenic isolates of F. oxysporum and collected at 72 and 96 hpi, were generated using Illumina HiSeq 2500. Control seedlings were also included for each time of inoculation. Three biological replicates were considered for each condition, 18 samples in total.",10.1186/s12864-015-2318-2,26689712
PRJNA348731,fungus,12,leaf: 4 | root: 4 | shoot: 4,Glycine max Genome sequencing and assembly,"Breeding for pathogen resistance is an important objective to improve and protect soybean yields. Brown stem rot (BSR), caused by the fungus Phialophora gregata, reduces yield by as much as 38%. To date, three dominant BSR resistance genes have been identified: Rbs1, Rbs2, and Rbs3, however the gene networks regulating defense responses to BSR remain unknown. Further, identifying resistant germplasm by genotyping or phenotyping remains difficult due to complexities of soybean/P. gregata interactions. To better understand resistance mechanisms, we conducted RNA-Seq of P. gregata infected and mock infected leaf, stem, and root tissues of both a resistant (PI 437970, Rbs3) and a susceptible (Corsoy 79) soybean genotype. Samples were collected one-week post infection. Our bioinformatic analyses focused on treatment, genotype, and treatment by genotype effects on gene expression",,
PRJNA393826,fungus,6,root: 6,Differential response of cultivated and wild soybean to F. oxysporum,Our data enabled us to determine the differences in the defense strategies between the cultivated and wild soybean against the pathogen.This information can be used to efficiently utilize the wild soybean germplasm in breeding programs designed to increase disease resistance to F. oxysporum.,,
PRJNA340881,fungus,4,root: 4,Investigation of the Fusarium virguliforme transcriptomes induced during infection of soybean roots suggests that enzymes with hydrolytic activities could play a major role in root necrosis,"Sudden death syndrome (SDS) caused by the fungal pathogen, Fusarium virguliforme, is a major threat to soybean production in North America. There are two major components of this disease: (i) root necrosis and (ii) foliar SDS. Root symptoms consist of root necrosis with vascular discoloration that extends upto several nodes and internodes into the stem. Foliar SDS symptom is characterized by interveinal chlorosis and necrosis in leaves which finally curl and fall off, and in severe cases by flower, pod abscission and immature seed formation. A major toxin involved in initiating foliar SDS has been identified. Nothing is known about how root necrosis develops. In order to unravel the mechanisms used by the pathogen to cause root necrosis, the transcriptome of the pathogen in infected soybean root tissues of a susceptible cultivar (Williams 82) was investigated. The transcriptomes of the germinating conidia and mycelia were also examined. Of the 14,845 predicted F. virguliforme genes, we observed that 12,017 (81%) were expressed in germinating conidial spores and 12,208 (82%) in mycelia and 10,626 (72%) in infected soybean roots. Of the 10,626 genes induced in infected roots, 224 were transcribed only following infection. Expression of several infection-induced genes encoding enzymes with oxidation-reduction properties suggests that degradation of antimicrobial compounds such as the phytoalexin, glyceollin could be important in establishing the biotrophic phase. Enzymes with hydrolytic and catalytic activities could play an important role in the transitioning of the pathogen from biotrophic to necrotrophic phase. Expression of a large number of genes encoding enzymes with catalytic and hydrolytic activities during late infection stage suggests cell wall degradation by some of these enzymes could be involved in root necrosis and establishing the necrotrophic phase in this pathogen. Overall design: RNA-seq data for Fusarium virguliforme Mont-1 germinating conidial spores, mycelia and soybean root tissue 3 and 5 days or 10 and 24 days post water incubation or infection with Fusarium virguliforme Mont-1 conidial spores. Raw data for Fusarium virguliforme Mont-1 germinating conidial spores and mycelia are not available due to server failure.","10.1371/journal.pone.0169963, 10.1371/journal.pone.0163106","28095498, 27760122"
PRJNA781415,fungus,12,root: 6 | shoot: 6,RNA-seq of soybean roots and stems infected with C. ilicicola,Root-specific infection of Calonectria ilicicola and the resistance mechanisms in soybean stems,,
PRJDB9607,graftin,6,shoot: 6,Transcriptome analysis of plant grafting,"Transcriptomic analysis of homo- and hetero-grafting in plants. Nicotiana benthamiana, Arabidopsis thaliana, Glycine max, Ipomoea nil and Zea mays were included.",,
PRJNA373611,heat,1,root: 1,Gene expression profiling of Glycine max William 82 - GmHighT-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high temperature (35C),,
PRJNA373612,heat,1,root: 1,Gene expression profiling of Glycine max William 82 - GmHighT-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high temperature (35C),,
PRJNA373647,heat,1,root: 1,Gene expression profiling of Glycine max William 82 - GmHighT-d,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high temperature (35C),,
PRJNA373648,heat,1,root: 1,Gene expression profiling of Glycine max William 82 - GmHighT-e,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under high temperature (35C),,
PRJNA677945,heat,10,flower: 10,Comparative transcriptomics analysis of high temperature stress response gene during flower bud development of CMS-based F1 in soybean,"To investigate the molecular mechanisms of the response from soybean CMS-based F1 male organ to HT, a detailed transcriptome analysis was performed during flower bud development of soybean HT tolerant and HT sensitive CMS-based F1 combinations (NF1 and YF1) under normal temperature and HT conditions. In total, 8784 differentially expressed genes (DEGs) were response to HT stress, which were mainly associated with anther/pollen wall development, carbohydrate metabolism and sugar transport, and auxin signaling.",,
PRJDB10183,infection,24,seedling: 24,RNA sequencing of fungal-fermented soybean,"Flavonoids are an important class of plant specialized metabolites. They have various biological functions, including antioxidant action and interaction with other organisms.  For example, daidzein and genistein are required for symbiosis with rhizobia, and daidzein is a precursor of glyceollin. Previous studies showed that isoflavonoids were increased by the inoculation of fungi in soybean. However, transcriptomic and metabolomic change by fungal inoculation has not yet been investigated. In this study, we investigated the metabolic response of fungal-fermented soybean seedlings at the transcriptome and metabolome levels.",10.1093/pcp/pcaa112,32894761
PRJDB7011,infection,12,leaf: 12,Response of Rpp3-NIL to soybean rust,Experimental design: 2 genotypes: Cultivar BRS184 and NIL(Rpp3) containing (Rpp3 resistance gene of FT2) 2 treatments: Soybean rust (Phakopsora pachyrhizi) and mock infection 3 replications 1 time point: 24 hours after inoculation TOTAL: 12 RNA sequencing. Sample: 2nd or 3rd true leaf. Stage: V2. Growth condition: growth chamber with fluorescent light. Day length: 14 light/10 dark. Sampling time: 6 hours after the beginning of light condition.,10.1016/j.plaphy.2018.09.020,30290334
PRJNA109285,infection,2,leaf: 2,Glycine max strain:Bragg Transcriptome or Gene expression,Establishment of the nitrogen-fixing nodulation symbiosis between legumes and rhizobia requires plant-wide reprogramming to allow infection and development of nodules. To identify gene expression changes that occur in response to nodulation or in response to nodulation signals we used an RNAseq based transcriptomics approach.,,
PRJNA253461,infection,2,root: 2,Glycine max strain:PI399073 Genome sequencing,"Phytophthora root and stem rot (PRR) caused by Phytophthora sojae Kaufm. &amp; Gerd. is one of the most damaging diseases of soybean and management is principally done by planting cultivars with race-specific resistance (Rps genes). A novel Rps gene was identified in the South Korean landrace PI 399073 and mapped to a region on chromosome 13. The objective of this study was to identify tightly linked molecular markers to facilitate its introduction into high yielding adapted cultivars. Resistance to P. sojae isolate OH25 was evaluated with eight separate Williams (rps8/rps8) x PI 399073 (Rps8/Rps8) populations, of which the phenotypic ratios were highly skewed. In a graphical genotype generated from three Williams x PI 399073 BC4F2 populations, Rps8 and resistance to P. sojae isolate Butmu was associated with a 2.23 Mbp region on chromosome 13. Next generation sequencing was subsequently used to assemble ~90% of the 2.23 Mbp in PI 399073.",,
PRJNA280872,infection,20,leaf: 20,Identification of Soybean Genes Differentially Regulated in Near Isogenic Lines Differing in Resistance to  Aphid Infestation,"The soybean aphid, a plant sap sucking insect, is an important soybean pest in the USA causing significant yield losses. The Rag2  gene of soybean provides resistance to soybean aphid biotypes I and II. Transcriptomic  analyses were performed on near isogenic lines (NILs) with the Rag2 allele for aphid resistance or rag2 for susceptibility at the Rag2 locus. Soybeans were infested with soybean aphids and leaves were collected at 0, 4, 8, 24, and 48 hours after infestation.  RNA were extracted and a high throughput RNA-seq approach was used to examine mRNA expression in Rag2 and rag2 soybean leaves. The expression of ~43,000 genes was detected in both the Rag2 and rag2 leaves. Statistical analysis identified 2361 genes significantly regulated between the resistant and susceptible lines at different times after aphid infestation. Genes found up-regulated in the Rag2 line were annotated as involved in the cell wall, secondary and hormone metabolism, as well as in stress, signaling and transcriptional responses. Genes found up-regulated in the rag2 line were annotated as involved in photosynthesis and carbon metabolism. Interestingly, mRNAs of 2 genes (unknown and mitochondrial protease) located within the Rag2 locus were expressed significantly higher in the  resistant genotype. The expression of the putative NBS-LRR resistant gene present in the Rag2 locus was not different between the two soybean lines. However, another NBL-LRR gene located just at the border of the Rag2 locus was and, therefore, may be involved in the differential resistance to aphid infestation exhibited by the two NIL genotypes analyzed. Overall design: A total of 20 samples was analyzed. Two soybean genotypes, 5 time points and 2 biological replicates per condition were used.",10.1021/acs.jproteome.5b00146,26350764
PRJNA306741,infection,12,root: 12,Soybean (Glycine max) had infected soybean cyst nematode raw sequence reads,"To find the resistance mechanism of Huipizhi Heidou ,a excellent soybean variety for resistance breeding",,
PRJNA318321,infection,5,root: 5,Glycine max and Phytophthora sojae infected Glycine max Transcriptome,Glycine max and Phytophthora sojae infected Glycine max Transcriptome,,
PRJNA324419,infection,2,hypocotyl: 2,Fine mapping and candidate gene analysis of two loci conferring resistance to Phytophthora sojae in soybean,"Phytophthora root and stem rot caused by the oomycete pathogen Phytophthora sojae, is one of the most destructive diseases of soybean. Deploying soybean cultivars carrying race-specific resistance conferred by Rps genes is the most practicalapproach to managing this disease. Previously, two Rps genes, RpsUN1 and RpsUN2 conferring broad spectra of resistance to P. sojae isolates, were identified in a landrace PI 567139B and mapped to a 6.5-cM region on chromosome 3 and a 3.0-cM region on chromosome 16, corresponding to 840 kb and 600 kb of sequences, respectively,of the soybean reference genome. By analyzing ten and nine recombinants defined by genotypic and phenotypic screening of the 826 F2:3 families derived from two reciprocal crosses between the two parental lines of the mapping populations, RpsUN1 and RpsUN2 were further narrowed to a 151-kb region that harbors five genes including three NBS-LRR genes, and a 36-kb region that contains four genes including five NBS-LRR genes, respectively, according to the reference genome. Analysis of expressional changes of these nine genes before and after inoculation with the pathogen suggest that the counterparts of Glyma.03g034600 in the RpsUN1 region and the counterparts of Glyma.16g215200 and Glyma.16g214900 in the RpsUN2 region of PI 567139B may be associated with the resistance to P. sojae. It is also suggested that unequal recombination between different NBS-LRR genes in the mapped regions may have occurred, resulting in the formation of two recombinants with inconsistent genotypes and phenotypes detected by molecular markers within the fine-mapped regions. The haplotypes of genomic regions surrounding RpsUN1 and RpsUN2 in the entire soybean germplasm deposited in the US soybean germplasm collection were analyzed towards a better understanding of the origins of these two novel sources of resistance and screening of effective markers for marker-assisted selectionof these two resistance genes for soybean breeding. Overall design: 2 samples were sequenced, 1 inoculated with P. sojae, the other 1 were mock-inoculated",,
PRJNA327272,infection,23,leaf: 23,"RNA-Seq of two soybean near-isogenic lines differing in the Rag5 locus, following infestation by soybean aphid biotype 2","This study aimed to investigate genome-wide changes in gene expression of two soybean genotypes following infestation with soybean aphids. Two near isogenic lines carrying either the Rag5 allele for resistance or the rag5 allele for susceptibility were used for this study. After infestation by biotype 2 aphids, transcriptomic changes in soybean leaf tissues over a two-day period (total 4 time points) was studied using Illumina HiSeq and subsequent high-throughput sequencing analysis pipeline.",,
PRJNA348534,infection,24,root: 24,Glycine max cultivar:Hutcheson Raw sequence reads,Reads were obtained from an RNAseq study examining infection of Rotylenchulus reniformis (reniform nematode) on susceptible soybean. The goal of the study was to identify plant genes involved in the formation of the nematode-induced feeding site to better understand the mechanisms by which reniform nematodes parasitize plant roots.,,
PRJNA349267,infection,3,root: 3,RNA-seq data of soybean GFP-GmSRKP1.,"One fascinating aspect of plant pathogen co-evolution is that pathogens use effectors to alter a broad range of host responses. RNA splicing functions in many physiological processes including plant immunity. However, how plant pathogens manipulate host RNA splicing process remains unknown. Here we demonstrate that PsAvr3c, an avirulence effector from oomycete pathogen Phytophthora sojae, physically binds to and stabilizes soybean (Glycine max) serine/arginine/lysine rich proteins GmSRKPs in vivo. SRKP, novel proteins associating with spliceosome components, are plant susceptibility factors against Phytophthora. Furthermore, RNA-seq data uncovers that differential splicing over one thousand soybean mRNA transcripts, including defense related genes, are significantly changed in GmSRKP1 over-expressing lines. Representative splicing events are verified in either infection assay or soybean transient expression assay. Our results demonstrate that plant pathogen utilize effector to reprogram host RNA splicing, uncovering a new strategy evolved by pathogens to defeat host immune system Overall design: Two independent soybean GFP-GmSRKP1 over-expression lines and one GFP control sample",,
PRJNA376551,infection,6,root: 6,RNA-seq analysis,This study presented the RNA-seq samples of P. sojae infection soybean.,,
PRJNA412201,infection,6,root: 6,Glycine max Raw sequence reads,"Silicon protects soybean plants against Phytophthora sojae by interfering with effector-receptor expression.By contrast, the transcriptomic response of Si-fed (Si+) plants was remarkably unaffected by the presence of P. sojae, and the expression of effector-coding genes by the pathogen was significantly reduced. Given that the apoplast is the key site of interaction between effectors and plant receptors in the soybean-P. sojae complex, as well as the site of amorphous-Si accumulation, our results indicate that Si likely interferes with the signaling network between P. sojae and the plant, preventing or decreasing the release of effectors reaching plant receptors, thus creating an incompatible interaction",,
PRJNA677883,infection,2,seed: 2,Transcriptome RNAseq analysis of soybean seed under field mold stress,"To monitor the transcriptional changes in soybean seeds caused by field mold stress, stressed and healthy seeds were subjected to transcriptional profiling using Illumina paired-end sequencing analysis.",,
PRJNA718156,infection,12,root: 12,Glycine max Transcriptome or Gene expression,Effects of Funneliformis mosseae on differentially expressed genes in continuous cropping soybean.,,
PRJNA731525,infection,32,leaf: 18 | root: 14,Microbial fermentation product transcriptional changes in healthy and infected soybean,"The goal of the work was to analyze the transcriptional changes, specially defense-related, induced by a Saccharomyces cerevisiae-based fermentation product in Glycine max Williams 82 inoculated or not with Phakopsora pachyrhizi, the causal agent of Asian soybean rust (ASR). Given that P. pachyrhizi populations are becoming increasingly resistant to traditional chemical fungicides, the study of potential resistance inducers may provide alternatives to ASR control.",,
PRJNA800609,infection,60,pod: 60,transcriptomics analysis of soybean in response to Colletotrichum truncatum infection,"To explore the molecular mechanisms of resistance in the soybean to anthracnosea, a transcriptomic analysis of pods from two soybean lines, Zhechun No. 3 and ZC-2, in response to Colletotrichum truncatum infection was conducted.",,
PRJNA210431,infection,22,hypocotyl: 22,Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae,"Phytophthora root and stem rot (PRR) of soybean, caused by Phytophthora sojae, is effectively controlled by Rps genes in soybean. Rps genes are race-specific, yet the mechanism of resistance, as well as susceptibility, remains largely unclear. Taking advantage of RNA-seq technology, we sequenced the transcriptomes of 10 near isogenic lines (NIL), each with a unique Rps gene, and the recurrent susceptible parent 'Williams'. A total of 4330 differentially expressed genes (DEGs) were identified in 'Williams' while 2075 to 5499 DEGs were identified in each NIL. Comparisons between the NILs and 'Williams' allowed classification of two major groups of DEGs of interest: incompatible reaction associated genes (IRAGs) and compatible reaction associated genes (CRAGs). Hierarchical cluster analysis divided NILs into three clusters: Cluster I (Rps1-a), Cluster II (Rps1-b, 1-c and 1-k) and Cluster III (Rps3-a, 3-b, 3-c, 4, 5, and 6). Heatmap analysis, along with GO analysis suggested that the diversity of clusters for NILs were likely due to variation of the number of DEGs and the intensity of gene expression, rather than functional differentiation. Further analysis suggested that transcription factors might play pivotal role in determination of the cluster pattern, and that WRKY family were strongly associated with incompatible reactions. Analysis of IRAGs and CRAGs with putative functions suggested that the regulation of many phytohormone signaling pathways were associated with incompatible or compatible interactions with potential crosstalk between each other. As such, our study provides an in depth view of both incompatible and compatible interactions between soybean and P. sojae, which provides further insight into the mechanisms involved in host-pathogen interactions. Overall design: 22 samples were sequenced, 11 inoculated with P. sojae, the other 11 were mock-inoculated",10.1186/1471-2164-15-18,24410936
PRJNA401337,infection,3,root: 3,Glycina max strain: Liaodou 15 infected SCN race3 nematode population,"Liaodou 15 a susceptible soybean cyst nematode (SCN) line, and infected SCN after 10 day; examined the whole genome-scale gene expression profiling under SCN invasion",,
PRJNA373629,iron,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusFe-a,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Iron deprivation,,
PRJNA373630,iron,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusFe-b,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Iron deprivation,,
PRJNA373650,iron,1,root: 1,Gene expression profiling of Glycine max William 82 - GmMinusFe-d,Gene expression profiling of Soybean (Glycine Max cv. William 82) root hair cells under Iron deprivation,,
PRJNA389118,iron,36,root: 36,Glycine max Raw sequence reads,Transcriptome sequencing to identify differentially expressed transcripts in roots of iron deficiency chlorosis tolerant line U06-105454 and iron deficiency chlorosis sensitive line U06-625083 with low iron and alkaline treatments,,
PRJNA655258,iron,12,root: 12,Transcriptomes analysis for hydrgen sulphide alleviates iron deficiency in Glycine max seedlings,"we analyzed the differentially expressed genes (DEGS) in Glycine max seedlings response to Fe deficiency condition, and found that 54000 genes were detected from soybean roots in the Fe deficiency treatment, which covered from at least 82% of the reference genes in soybean",,
PRJNA706999,iron,214,leaf: 107 | root: 107,Comparing early transcriptomic responses of 18 soybean (Glycine max) genotypes to iron stress,"Iron deficiency chlorosis (IDC) is an abiotic stress that negatively affects soybean (Glycine max [L.] Merr.) production. Much of our knowledge of IDC stress responses is derived from model plant species. Gene expression, quantitative trait loci (QTL) mapping, and genome-wide association studies (GWAS) performed in soybean suggest that stress response differences exist between model and crop species. Our current understanding of the molecular response to IDC in soybeans is largely derived from gene expression studies using near-isogenic lines differing in iron efficiency. To improve iron efficiency in soybeans and other crops, we need to expand gene expression studies to include the diversity present in germplasm collections. Therefore, we collected 216 purified RNA samples (18 genotypes, two tissue types [leaves and roots], two iron treatments [sufficient and deficient], three replicates) and used RNA sequencing to examine the expression differences of 18 diverse soybean genotypes in response to iron deficiency. We found a rapid response to iron deficiency across genotypes, most responding within 60 min of stress. There was little evidence of an overlap of specific differentially expressed genes, and comparisons of gene ontology terms and transcription factor families suggest the utilization of different pathways in the stress response. These initial findings suggest an untapped genetic potential within the soybean germplasm collection that could be used for the continued improvement of iron efficiency in soybean.",,
PRJNA760474,iron,16,leaf: 8 | root: 8,Fiskeby III and Mandarin(Ottawa) soybean RNA-seq response to iron deficiency stress,"Fiskeby III has a high level of resistance to a multitude of abiotic stresses, including iron deficiency. In addition, Fiskeby III incurs only mild yield loss during stress conditions, in comparison to other soybean lines. These characteristics have made it a valuable addition to the northern soybean breeding programs in the US and Canada. Conversely, Mandarin(Ottawa) is highly susceptible to disease and suffers severe phenotypic damage and yield loss when exposed to abiotic stresses such as iron deficiency, a major challenge to soybean production in the northern Midwestern United States. Using RNA-seq, we characterize the transcriptional response to iron deficiency in both Fiskeby III and Mandarin(Ottawa) to better understand abiotic stress tolerance. Previous work by our group identified a quantitative trait loci (QTL) region on chromosome 5 associated with Fiskeby III iron efficiency (Merry et al. 2019). This indicates that Fiskeby III may utilize iron deficiency stress mechanisms not previously characterized in soybean. Coupling virus induced gene silencing with RNA-seq, we identified a single high priority candidate gene that has a significant impact on iron deficiency response pathways. Characterization of the Fiskeby III responses to iron stress and the genes underlying the chromosome 5 QTL provides novel targets for improved abiotic stress tolerance in soybean.",10.3390/ijms222011032,34681702
PRJNA817859,iron,7,root: 4 | nodule: 3,Transcriptome data,Transcriptome analysis reveals complex regulatory mechanism of soybean nodules in response to iron deficiency,,
PRJEB15247,isoflavonoid,12,root: 12,Comparison of root transcriptomes in four soybean cultivars with high and low isoflavonoid content,RNA-seq analysis of soybean root transcriptomes with high (Conrad and AC Colombe) and low (AC Glengarry and Pagoda) isoflavonoid content,,
PRJEB29567,isoflavonoid,12,root: 12,RNA-seq of soybean hairy roots in which GmMYB176 transcription factor was silenced or overexpressed,"GmMYB176, an R1 MYB transcription factor regulates isoflavonoid biosynthesis in soybean. In the current experiment, GmMYB176 was silenced (GmMYB176-Si) or overexpressed (GmMYB176-OE) in soybean hairy roots and their effect on transcriptome was studied. RNA-Seq analyses of GmMYB176-Si and GmMYB176-OE along with control non-transformed soybean hairy roots revealed that alteration of gene expression of GmMYB176 affects gene regulation of hundreds of genes in soybean.",,
PRJNA380530,larvae,1,leaf: 1,Glycine max Transcriptome or Gene expression,Comparative Transcriptome Analysis of Soybean Response to Bean Pyralid Larvae,,
PRJNA238493,maturation,26,leaf: 6 | pod: 6 | flower: 5 | seed: 5 | shoot: 2 | cotyledon: 1 | root: 1,Glycine max strain:Williams 82 Transcriptome or Gene expression,Soybena 28 Tissues Collected from the Different Developmental Stages for RNA-seq,10.1105/tpc.114.122739,24681622
PRJNA246314,maturation,24,seed coat: 15 | embryo: 3 | endosperm: 3 | suspensor: 3,Gene Expression Changes in the Development of the Soybean Seed-Heart Stage,"We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel, (2) soybean seeds have been an excellent system for studying the basic processes controlling seed development for over three decades, and (3) new soybean genomic resources, including the sequence of the soybean genome and the gene expression profiles for all seed compartments, tissues, and cell types, can be used to gain new insights into the regulatory processes required for seed differentiation. We sequenced messenger RNA populations of specific soybean seed compartments, which will provide new insights into gene expression that are important for “making a soybean seed.” Overall design: Eight compartments of the heart stage of the soybean seeds were analyzed. Three biological replicates were collected for each compartment.",,
PRJNA246315,maturation,25,seed coat: 16 | embryo: 3 | endosperm: 3 | suspensor: 3,Gene Expression Changes in the Development of the Soybean Seed-Globular Stage,"We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel, (2) soybean seeds have been an excellent system for studying the basic processes controlling seed development for over three decades, and (3) new soybean genomic resources, including the sequence of the soybean genome and the gene expression profiles for all seed compartments, tissues, and cell types, can be used to gain new insights into the regulatory processes required for seed differentiation. We sequenced messenger RNA populations of specific soybean seed compartments, which will provide new insights into gene expression that are important for “making a soybean seed.” Overall design: Eight compartments of the globular stage of the soybean seeds were analyzed. Three or four biological replicates were collected for each compartment.",10.1073/pnas.2024704118,33536344
PRJNA246783,maturation,30,seed coat: 15 | embryo: 6 | cotyledon: 3 | endosperm: 3 | suspensor: 3,Gene Expression Changes in the Development of the Soybean Seed-Cotyledon Stage,"We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel, (2) soybean seeds have been an excellent system for studying the basic processes controlling seed development for over three decades, and (3) new soybean genomic resources, including the sequence of the soybean genome and the gene expression profiles for all seed compartments, tissues, and cell types, can be used to gain new insights into the regulatory processes required for seed differentiation. We sequenced messenger RNA populations of specific soybean seed compartments, which will provide new insights into gene expression that are important for “making a soybean seed.” Overall design: Ten compartments of the Cotyledon stage of the soybean seeds were analyzed. Three biological replicates were collected for each compartment.",,
