biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal
SAMN09690609,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690610,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690611,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690612,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690613,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690614,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690615,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690616,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690617,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690618,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690619,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690620,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690621,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690622,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690623,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690624,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690625,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690626,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690627,[],[],[],[],[],[],[],[],[],[],[]
SAMN09690628,[],[],[],[],[],[],[],[],[],[],[]
SAMN09714851,"['attributes', 'jattr', 'design_description_sam', 'title_sam', 'title', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN09714852,"['attributes', 'jattr', 'design_description_sam', 'title_sam', 'title', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN09714853,"['attributes', 'jattr', 'design_description_sam', 'title_sam', 'title', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN09714854,"['attributes', 'jattr', 'design_description_sam', 'title_sam', 'title', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN09714855,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN09714947,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN09714948,[],[],[],[],[],[],[],[],[],[],[]
SAMN09714949,[],[],[],[],[],[],[],[],[],[],[]
SAMN09714950,[],[],[],[],[],[],[],[],[],[],[]
SAMN09714951,[],[],[],[],[],[],[],[],[],[],[]
SAMN09714956,[],[],[],[],[],[],[],[],[],[],[]
SAMN09714957,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715574,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715575,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715576,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715577,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715578,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715579,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715580,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715581,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715582,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715583,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715584,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715585,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715586,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715587,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715588,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715589,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715590,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715591,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715592,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715593,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715595,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715612,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715613,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715614,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715615,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715616,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715617,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715619,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715620,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715621,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715622,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715625,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715626,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715627,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715628,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715631,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715632,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715633,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715634,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715635,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715636,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715637,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715638,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715639,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715640,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715641,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715643,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715644,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715645,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715646,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715649,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715650,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715651,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715653,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715654,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715655,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715656,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715657,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715659,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715660,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715661,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715662,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715663,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715664,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715665,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715667,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715668,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715669,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715670,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715671,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715672,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715673,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715674,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715675,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715676,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715678,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715681,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715682,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715684,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715685,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715686,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715687,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715688,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715689,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715690,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715691,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715692,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715693,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715694,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715695,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715696,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715697,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715698,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715700,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715702,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715703,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715704,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715706,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715707,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715708,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715709,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715711,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715712,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715713,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715714,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715715,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715717,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715718,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715721,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715722,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715723,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715725,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715726,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715727,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715728,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715729,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715730,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715732,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715733,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715734,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715736,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715738,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715739,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715740,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715741,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715744,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715745,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715747,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715748,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715749,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715750,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715752,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715753,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715755,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715757,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715758,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715760,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715761,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715762,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715763,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715764,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715765,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715767,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715768,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715769,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715770,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715771,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715772,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715773,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715774,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715775,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715777,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715778,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715779,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715780,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715781,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715782,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715783,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715784,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715785,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715786,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715787,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715788,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715789,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715790,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715791,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715792,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715793,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715794,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715795,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715796,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715798,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715799,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715800,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715801,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715802,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715803,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715804,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715805,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715807,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715808,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715809,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715810,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715811,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715812,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715814,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715815,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715816,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715818,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715819,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715820,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715821,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715822,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715823,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715824,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715825,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715829,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715831,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715832,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715833,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715835,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715836,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715837,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715838,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715839,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715840,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715842,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715843,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715844,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715845,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715846,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715847,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715848,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715849,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715850,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715851,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715852,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715853,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715854,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715855,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715856,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715857,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715859,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715861,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715862,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715863,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715864,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715866,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715870,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715871,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715873,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715874,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715875,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715876,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715877,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715878,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715879,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715880,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715881,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715882,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715883,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715884,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715885,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715886,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715887,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715888,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715891,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715892,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715893,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715894,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715895,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715897,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715898,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715899,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715900,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715901,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715902,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715905,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715906,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715907,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715908,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715910,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715911,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715912,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715913,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715914,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715916,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715918,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715919,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715920,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715922,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715923,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715924,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715926,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715927,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715928,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715929,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715930,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715932,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715934,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715935,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715937,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715938,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715939,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715941,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715942,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715943,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715944,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715945,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715946,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715948,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715949,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715950,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715953,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715954,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715956,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715957,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715958,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715959,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715960,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715961,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715962,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715963,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715964,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715965,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715966,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715971,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715972,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715973,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715974,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715975,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715976,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715977,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715978,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715979,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715980,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715981,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715983,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715984,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715985,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715986,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715987,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715988,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715989,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715990,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715992,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715994,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715995,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715996,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715997,[],[],[],[],[],[],[],[],[],[],[]
SAMN09715998,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716000,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716001,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716002,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716003,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716004,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716005,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716006,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716007,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716008,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716009,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716010,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716012,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716013,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716014,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716015,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716016,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716018,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716019,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716020,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716021,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716022,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716024,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716025,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716027,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716028,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716029,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716031,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716032,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716033,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716034,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716035,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716036,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716037,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716040,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716041,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716043,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716045,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716046,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716047,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716048,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716050,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716051,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716052,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716053,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716054,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716055,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716056,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716058,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716060,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716061,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716062,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716063,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716064,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716065,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716066,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716067,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716068,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716069,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716070,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716072,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716073,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716074,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716075,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716076,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716078,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716079,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716081,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716082,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716083,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716084,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716085,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716086,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716087,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716088,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716089,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716090,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716091,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716092,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716093,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716094,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716095,[],[],[],[],[],[],[],[],[],[],[]
SAMN09716096,[],[],[],[],[],[],[],[],[],[],[]
